team_id,run_id,topic_id,n_answer_items,n_chars,gpt6_tokens,qwen_tokens
T448,adela,rag2026-78,45,4925,860,874
T448,adela,rag2026-79,38,4173,710,728
T448,adela,rag2026-80,40,4281,825,823
T448,adela,rag2026-81,44,4679,836,865
T448,adela,rag2026-82,53,6045,1120,1141
T448,adela,rag2026-83,44,5108,907,927
T448,adela,rag2026-84,40,4096,650,636
T448,adela,rag2026-85,38,4008,676,689
T448,adela,rag2026-86,33,4367,727,737
T448,adela,rag2026-87,45,5652,929,927
T448,adela,rag2026-88,37,4741,774,783
T448,adela,rag2026-89,45,5092,856,877
T448,adela,rag2026-90,45,5129,919,957
T448,adela,rag2026-91,44,4344,728,744
T448,adela,rag2026-92,31,3348,551,545
T448,adela,rag2026-93,36,3932,701,721
T448,adela,rag2026-94,45,5295,894,913
T448,adela,rag2026-95,49,5785,979,989
T448,adela,rag2026-96,45,4596,811,828
T448,adela,rag2026-97,33,3906,646,650
T448,adela,rag2026-98,37,3931,699,711
T448,adela,rag2026-99,36,4052,699,711
T448,adela,rag2026-100,40,4661,726,735
T448,adela,rag2026-101,48,4553,763,791
T448,adela,rag2026-102,37,4099,757,794
T448,adela,rag2026-103,50,5282,879,906
T448,adela,rag2026-104,44,4668,838,867
T448,adela,rag2026-105,41,4565,787,801
T448,adela,rag2026-106,43,4403,839,850
T448,adela,rag2026-107,29,3295,587,595
T448,adela,rag2026-108,45,5407,867,889
T448,adela,rag2026-109,45,5132,864,887
T448,adela,rag2026-110,46,4796,889,941
T448,adela,rag2026-111,30,3244,614,656
T448,adela,rag2026-112,45,4580,812,825
T448,adela,rag2026-113,42,4637,802,806
T448,adela,rag2026-114,45,4920,851,875
T448,adela,rag2026-115,45,4481,788,806
T448,adela,rag2026-116,58,6808,1226,1291
T448,adela,rag2026-117,36,4143,743,771
T448,adela,rag2026-118,40,4613,794,826
T706,alex,rag2026-0,27,5156,812,815
T706,alex,rag2026-1,30,5094,925,936
T706,alex,rag2026-2,25,5734,977,1000
T706,alex,rag2026-3,30,5511,987,1013
T706,alex,rag2026-4,21,3908,669,678
T706,alex,rag2026-5,26,5202,995,1040
T706,alex,rag2026-6,30,6025,988,1012
T706,alex,rag2026-7,36,6385,1061,1069
T706,alex,rag2026-8,28,6230,1119,1142
T706,alex,rag2026-9,27,5166,937,976
T706,alex,rag2026-10,24,4872,909,916
T706,alex,rag2026-11,32,6572,1118,1136
T706,alex,rag2026-12,16,3108,586,612
T706,alex,rag2026-13,34,6046,1034,1055
T706,alex,rag2026-14,22,4098,682,684
T706,alex,rag2026-15,25,6396,1092,1113
T706,alex,rag2026-16,25,4938,862,885
T706,alex,rag2026-17,26,5048,882,895
T706,alex,rag2026-18,23,4249,758,780
T706,alex,rag2026-19,30,6246,1162,1209
T706,alex,rag2026-20,18,3317,538,543
T706,alex,rag2026-21,25,4592,855,878
T706,alex,rag2026-22,27,5465,888,889
T706,alex,rag2026-23,22,5045,871,885
T706,alex,rag2026-24,28,4837,965,998
T706,alex,rag2026-25,26,4681,848,848
T706,alex,rag2026-26,25,5847,992,1001
T706,alex,rag2026-27,25,5504,1124,1154
T706,alex,rag2026-28,17,3857,660,663
T706,alex,rag2026-29,29,5675,1003,1031
T706,alex,rag2026-30,31,5567,929,942
T706,alex,rag2026-31,33,6874,1194,1209
T706,alex,rag2026-32,24,4777,845,868
T706,alex,rag2026-33,24,4697,766,771
T706,alex,rag2026-34,25,4767,843,869
T706,alex,rag2026-35,28,5817,970,1000
T706,alex,rag2026-36,11,2141,351,353
T706,alex,rag2026-37,25,4647,822,854
T706,alex,rag2026-38,32,5574,940,961
T706,alex,rag2026-39,25,4682,754,758
T706,alex,rag2026-40,24,4787,744,750
T706,alex,rag2026-41,35,5697,974,981
T706,alex,rag2026-42,23,5095,899,919
T706,alex,rag2026-43,21,4129,667,674
T706,alex,rag2026-44,27,5063,875,879
T706,alex,rag2026-45,32,6044,1016,1021
T706,alex,rag2026-46,38,5956,974,983
T706,alex,rag2026-47,29,5617,967,966
T706,alex,rag2026-48,22,5006,828,830
T706,alex,rag2026-49,29,6371,1108,1125
T706,alex,rag2026-50,26,5567,1054,1078
T706,alex,rag2026-51,25,5074,851,873
T706,alex,rag2026-52,26,5178,1025,1062
T706,alex,rag2026-53,21,4133,724,724
T706,alex,rag2026-54,25,5097,867,888
T706,alex,rag2026-55,27,5823,913,918
T706,alex,rag2026-56,27,5852,1054,1090
T706,alex,rag2026-57,25,5233,870,881
T706,alex,rag2026-58,22,3823,753,754
T706,alex,rag2026-59,27,5387,886,897
T706,alex,rag2026-60,27,5501,1001,1031
T706,alex,rag2026-61,25,4838,848,879
T706,alex,rag2026-62,23,4455,826,829
T706,alex,rag2026-63,26,4468,788,792
T706,alex,rag2026-64,32,5884,958,980
T706,alex,rag2026-65,25,4390,748,761
T706,alex,rag2026-66,30,5268,909,945
T706,alex,rag2026-67,26,4960,912,934
T706,alex,rag2026-68,35,6207,972,980
T706,alex,rag2026-69,9,1791,297,300
T706,alex,rag2026-70,25,4968,883,900
T706,alex,rag2026-71,25,4965,855,849
T706,alex,rag2026-72,30,6090,1100,1115
T706,alex,rag2026-73,28,5016,845,860
T706,alex,rag2026-74,33,6483,1176,1191
T706,alex,rag2026-75,28,5799,928,941
T706,alex,rag2026-76,28,5382,1000,1020
T706,alex,rag2026-77,12,2764,453,470
T706,alex,rag2026-78,26,5361,899,921
T706,alex,rag2026-79,34,5778,986,1017
T706,alex,rag2026-80,30,5579,1060,1058
T706,alex,rag2026-81,25,4876,910,930
T706,alex,rag2026-82,26,5154,909,919
T706,alex,rag2026-83,37,6765,1200,1212
T706,alex,rag2026-84,20,4062,714,690
T706,alex,rag2026-85,20,4174,715,726
T706,alex,rag2026-86,19,4404,773,787
T706,alex,rag2026-87,25,5400,905,900
T706,alex,rag2026-88,28,5508,966,996
T706,alex,rag2026-89,27,5562,872,876
T706,alex,rag2026-90,23,4428,757,775
T706,alex,rag2026-91,23,5057,966,979
T706,alex,rag2026-92,24,4290,766,755
T706,alex,rag2026-93,21,4031,731,761
T706,alex,rag2026-94,22,4184,735,756
T706,alex,rag2026-95,25,5853,1004,1023
T706,alex,rag2026-96,34,5877,1073,1135
T706,alex,rag2026-97,25,5199,870,887
T706,alex,rag2026-98,19,3750,646,647
T706,alex,rag2026-99,25,4681,830,855
T706,alex,rag2026-100,26,4674,750,764
T706,alex,rag2026-101,29,5330,934,950
T706,alex,rag2026-102,28,5276,968,1034
T706,alex,rag2026-103,27,4640,811,835
T706,alex,rag2026-104,30,5363,996,1043
T706,alex,rag2026-105,29,4679,803,804
T706,alex,rag2026-106,20,3920,731,737
T706,alex,rag2026-107,23,4499,830,855
T706,alex,rag2026-108,31,5699,934,966
T706,alex,rag2026-109,22,4393,749,760
T706,alex,rag2026-110,23,4586,861,883
T706,alex,rag2026-111,30,5574,1009,1063
T706,alex,rag2026-112,23,4803,818,826
T706,alex,rag2026-114,18,3916,665,675
T706,alex,rag2026-115,18,3166,675,702
T706,alex,rag2026-116,26,5374,929,965
T706,alex,rag2026-117,20,4191,716,720
T706,alex,rag2026-118,19,3939,656,666
T175,alton,rag2026-0,26,5206,843,851
T175,alton,rag2026-1,28,5310,968,984
T175,alton,rag2026-10,20,4199,788,810
T175,alton,rag2026-100,15,3954,658,658
T175,alton,rag2026-101,21,4551,845,890
T175,alton,rag2026-102,18,4324,831,886
T175,alton,rag2026-103,14,3399,544,548
T175,alton,rag2026-104,16,4225,750,777
T175,alton,rag2026-105,14,2882,471,472
T175,alton,rag2026-106,19,4216,796,799
T175,alton,rag2026-107,9,1645,302,317
T175,alton,rag2026-108,23,4532,750,794
T175,alton,rag2026-109,18,4372,719,730
T175,alton,rag2026-11,22,4993,877,903
T175,alton,rag2026-110,19,4980,928,980
T175,alton,rag2026-111,27,4401,828,886
T175,alton,rag2026-112,18,3715,699,737
T175,alton,rag2026-113,10,3127,546,556
T175,alton,rag2026-114,12,2859,475,474
T175,alton,rag2026-115,18,3727,771,787
T175,alton,rag2026-116,25,5702,1031,1083
T175,alton,rag2026-117,20,3792,674,681
T175,alton,rag2026-118,32,4821,832,859
T175,alton,rag2026-12,28,5361,1012,1055
T175,alton,rag2026-13,15,3276,559,567
T175,alton,rag2026-14,17,3849,628,637
T175,alton,rag2026-15,16,4478,783,791
T175,alton,rag2026-16,12,3167,519,529
T175,alton,rag2026-17,15,3235,562,567
T175,alton,rag2026-18,17,3947,711,726
T175,alton,rag2026-19,19,4629,865,904
T175,alton,rag2026-2,30,5978,972,976
T175,alton,rag2026-20,10,1772,282,289
T175,alton,rag2026-21,15,3628,659,671
T175,alton,rag2026-22,15,3276,535,538
T175,alton,rag2026-23,16,4685,795,803
T175,alton,rag2026-24,14,3872,736,762
T175,alton,rag2026-25,14,2433,465,466
T175,alton,rag2026-26,29,7392,1224,1241
T175,alton,rag2026-27,18,4564,937,959
T175,alton,rag2026-28,28,5652,997,1023
T175,alton,rag2026-29,26,6320,1095,1143
T175,alton,rag2026-3,16,3899,706,735
T175,alton,rag2026-30,17,4082,711,720
T175,alton,rag2026-31,16,3274,649,686
T175,alton,rag2026-32,20,4860,843,856
T175,alton,rag2026-33,21,4519,736,741
T175,alton,rag2026-34,18,3761,633,641
T175,alton,rag2026-35,17,3913,616,626
T175,alton,rag2026-36,12,2836,529,550
T175,alton,rag2026-37,21,4409,792,809
T175,alton,rag2026-38,22,3876,638,643
T175,alton,rag2026-39,16,3797,646,652
T175,alton,rag2026-4,17,4276,737,747
T175,alton,rag2026-40,18,4546,766,771
T175,alton,rag2026-41,13,2722,475,486
T175,alton,rag2026-42,25,4314,755,778
T175,alton,rag2026-43,17,3884,664,661
T175,alton,rag2026-44,18,4384,769,773
T175,alton,rag2026-45,20,3767,642,642
T175,alton,rag2026-46,14,3957,696,703
T175,alton,rag2026-47,15,3961,641,642
T175,alton,rag2026-48,17,4180,715,724
T175,alton,rag2026-49,24,4777,772,787
T175,alton,rag2026-5,18,3850,688,714
T175,alton,rag2026-50,13,3494,634,641
T175,alton,rag2026-51,23,4354,746,763
T175,alton,rag2026-52,27,4242,851,871
T175,alton,rag2026-53,13,2431,480,514
T175,alton,rag2026-54,17,3986,688,709
T175,alton,rag2026-55,20,4534,732,733
T175,alton,rag2026-56,21,4296,778,811
T175,alton,rag2026-57,19,4288,737,761
T175,alton,rag2026-58,21,3690,736,738
T175,alton,rag2026-59,10,1898,319,324
T175,alton,rag2026-6,26,4852,906,973
T175,alton,rag2026-60,26,6216,1213,1286
T175,alton,rag2026-61,19,4563,824,852
T175,alton,rag2026-62,14,3003,527,533
T175,alton,rag2026-63,21,4342,777,780
T175,alton,rag2026-64,27,4656,748,761
T175,alton,rag2026-65,15,3944,639,648
T175,alton,rag2026-66,26,5328,924,935
T175,alton,rag2026-67,16,3719,670,694
T175,alton,rag2026-68,13,3612,591,598
T175,alton,rag2026-69,23,6350,1047,1074
T175,alton,rag2026-7,19,4319,715,724
T175,alton,rag2026-70,14,2811,521,530
T175,alton,rag2026-71,14,3105,532,544
T175,alton,rag2026-72,16,4900,867,883
T175,alton,rag2026-73,17,4226,714,725
T175,alton,rag2026-74,13,3057,553,569
T175,alton,rag2026-75,12,2966,495,497
T175,alton,rag2026-76,10,2633,491,510
T175,alton,rag2026-77,25,5102,849,876
T175,alton,rag2026-78,13,3195,542,559
T175,alton,rag2026-79,12,2064,347,350
T175,alton,rag2026-8,19,4661,806,825
T175,alton,rag2026-80,15,3274,617,615
T175,alton,rag2026-81,24,4084,773,793
T175,alton,rag2026-82,15,3937,654,651
T175,alton,rag2026-83,14,3798,649,666
T175,alton,rag2026-84,17,3887,656,640
T175,alton,rag2026-85,18,3911,660,672
T175,alton,rag2026-86,16,3567,647,664
T175,alton,rag2026-87,22,4279,738,748
T175,alton,rag2026-88,19,4895,911,945
T175,alton,rag2026-89,14,4220,714,734
T175,alton,rag2026-9,10,2750,482,497
T175,alton,rag2026-90,18,3945,715,741
T175,alton,rag2026-91,10,2037,415,420
T175,alton,rag2026-92,14,2807,470,461
T175,alton,rag2026-93,15,3398,593,598
T175,alton,rag2026-94,20,4142,645,650
T175,alton,rag2026-95,35,6027,1031,1049
T175,alton,rag2026-96,10,3475,577,583
T175,alton,rag2026-97,17,3922,649,654
T175,alton,rag2026-98,12,2840,487,488
T175,alton,rag2026-99,25,4610,845,866
T047,alvin,rag2026-0,20,2812,480,485
T047,alvin,rag2026-1,32,4873,851,859
T047,alvin,rag2026-10,35,4975,909,934
T047,alvin,rag2026-100,23,4705,775,787
T047,alvin,rag2026-101,22,2718,495,508
T047,alvin,rag2026-102,23,3202,560,572
T047,alvin,rag2026-103,24,3436,579,581
T047,alvin,rag2026-104,26,4332,769,787
T047,alvin,rag2026-105,33,5128,903,907
T047,alvin,rag2026-106,23,2945,532,531
T047,alvin,rag2026-107,20,2492,499,508
T047,alvin,rag2026-108,45,6729,1209,1243
T047,alvin,rag2026-109,37,6630,1124,1137
T047,alvin,rag2026-11,35,4896,866,892
T047,alvin,rag2026-110,40,5619,1204,1258
T047,alvin,rag2026-111,33,4272,795,874
T047,alvin,rag2026-112,24,2928,525,530
T047,alvin,rag2026-113,19,2578,478,483
T047,alvin,rag2026-114,31,4368,769,783
T047,alvin,rag2026-115,34,4429,880,905
T047,alvin,rag2026-116,15,2154,436,471
T047,alvin,rag2026-117,45,6658,1066,1078
T047,alvin,rag2026-118,29,4877,822,834
T047,alvin,rag2026-12,53,6631,1254,1311
T047,alvin,rag2026-13,20,3095,563,575
T047,alvin,rag2026-14,25,4001,678,695
T047,alvin,rag2026-15,14,2473,444,457
T047,alvin,rag2026-16,25,3512,567,587
T047,alvin,rag2026-17,17,2217,409,413
T047,alvin,rag2026-18,11,1750,285,291
T047,alvin,rag2026-19,15,2189,406,429
T047,alvin,rag2026-2,17,2188,387,391
T047,alvin,rag2026-20,32,5313,884,889
T047,alvin,rag2026-21,23,2222,432,443
T047,alvin,rag2026-22,22,2928,498,504
T047,alvin,rag2026-23,33,6146,1020,1033
T047,alvin,rag2026-24,24,2926,647,671
T047,alvin,rag2026-25,23,3524,699,741
T047,alvin,rag2026-26,35,6087,1065,1088
T047,alvin,rag2026-27,24,3790,775,795
T047,alvin,rag2026-28,24,3557,684,697
T047,alvin,rag2026-29,24,3846,685,706
T047,alvin,rag2026-3,36,5262,1044,1127
T047,alvin,rag2026-30,32,4925,799,813
T047,alvin,rag2026-31,24,3270,582,589
T047,alvin,rag2026-32,34,4879,897,939
T047,alvin,rag2026-33,26,3912,731,735
T047,alvin,rag2026-34,18,2378,421,429
T047,alvin,rag2026-35,28,4247,727,745
T047,alvin,rag2026-36,22,2813,542,550
T047,alvin,rag2026-37,41,5447,1021,1047
T047,alvin,rag2026-38,33,4247,773,800
T047,alvin,rag2026-39,13,1927,321,325
T047,alvin,rag2026-4,23,3018,545,577
T047,alvin,rag2026-40,17,3174,483,485
T047,alvin,rag2026-41,8,1204,197,201
T047,alvin,rag2026-42,34,4683,829,866
T047,alvin,rag2026-43,24,4091,697,705
T047,alvin,rag2026-44,35,5643,1066,1095
T047,alvin,rag2026-45,15,2233,402,407
T047,alvin,rag2026-46,23,3703,637,644
T047,alvin,rag2026-47,20,3519,576,578
T047,alvin,rag2026-48,40,6281,1143,1169
T047,alvin,rag2026-49,29,3638,624,640
T047,alvin,rag2026-5,23,3130,602,633
T047,alvin,rag2026-50,33,4521,834,851
T047,alvin,rag2026-51,28,3949,693,706
T047,alvin,rag2026-52,26,3632,741,777
T047,alvin,rag2026-53,24,2948,545,558
T047,alvin,rag2026-54,15,2432,428,451
T047,alvin,rag2026-55,24,3817,684,706
T047,alvin,rag2026-56,29,3634,673,704
T047,alvin,rag2026-57,43,5222,923,948
T047,alvin,rag2026-58,17,1956,404,409
T047,alvin,rag2026-59,21,3708,598,608
T047,alvin,rag2026-6,47,6534,1144,1194
T047,alvin,rag2026-60,15,2085,390,408
T047,alvin,rag2026-61,45,5202,924,950
T047,alvin,rag2026-62,16,2487,444,452
T047,alvin,rag2026-63,37,4650,809,811
T047,alvin,rag2026-64,31,4322,710,723
T047,alvin,rag2026-65,35,6359,1085,1104
T047,alvin,rag2026-66,30,4300,837,850
T047,alvin,rag2026-67,20,2768,503,528
T047,alvin,rag2026-68,19,3205,556,558
T047,alvin,rag2026-69,11,1546,250,252
T047,alvin,rag2026-7,24,4403,744,765
T047,alvin,rag2026-70,21,3060,559,567
T047,alvin,rag2026-71,32,4843,851,860
T047,alvin,rag2026-72,42,7290,1334,1357
T047,alvin,rag2026-73,19,2959,531,546
T047,alvin,rag2026-74,16,1571,326,340
T047,alvin,rag2026-75,34,4767,843,883
T047,alvin,rag2026-76,22,2550,506,529
T047,alvin,rag2026-77,18,2555,414,419
T047,alvin,rag2026-78,26,5037,829,839
T047,alvin,rag2026-79,12,2041,343,346
T047,alvin,rag2026-8,28,3989,724,749
T047,alvin,rag2026-80,19,2867,567,576
T047,alvin,rag2026-81,40,6195,1172,1195
T047,alvin,rag2026-82,7,1030,169,170
T047,alvin,rag2026-83,22,2735,554,574
T047,alvin,rag2026-84,11,1695,278,279
T047,alvin,rag2026-85,21,2724,491,509
T047,alvin,rag2026-86,30,4147,736,747
T047,alvin,rag2026-87,36,5102,920,930
T047,alvin,rag2026-88,24,3067,568,574
T047,alvin,rag2026-89,26,4119,701,722
T047,alvin,rag2026-9,34,4514,822,839
T047,alvin,rag2026-90,37,5278,906,916
T047,alvin,rag2026-91,10,1716,339,348
T047,alvin,rag2026-92,12,1562,284,291
T047,alvin,rag2026-93,28,2998,559,575
T047,alvin,rag2026-94,42,6711,1225,1260
T047,alvin,rag2026-95,22,3770,647,663
T047,alvin,rag2026-96,20,2505,445,463
T047,alvin,rag2026-97,23,2564,489,496
T047,alvin,rag2026-98,35,4621,799,801
T047,alvin,rag2026-99,25,4141,759,787
T712,andre,rag2026-0,11,2613,400,404
T712,andre,rag2026-1,6,1875,348,350
T712,andre,rag2026-2,10,2028,326,328
T712,andre,rag2026-3,9,1778,329,347
T712,andre,rag2026-4,7,1456,254,261
T712,andre,rag2026-5,6,1328,237,240
T712,andre,rag2026-6,9,1970,316,320
T712,andre,rag2026-7,10,1893,316,317
T712,andre,rag2026-8,7,2311,402,408
T712,andre,rag2026-9,6,1426,245,248
T712,andre,rag2026-10,6,1487,273,271
T712,andre,rag2026-11,7,1970,322,324
T712,andre,rag2026-12,8,1785,305,312
T712,andre,rag2026-13,6,1785,328,337
T712,andre,rag2026-14,7,1533,265,269
T712,andre,rag2026-15,7,1526,249,250
T712,andre,rag2026-16,8,1625,274,277
T712,andre,rag2026-17,10,1756,297,301
T712,andre,rag2026-18,6,1836,326,333
T712,andre,rag2026-19,7,1803,308,310
T712,andre,rag2026-20,6,1088,182,183
T712,andre,rag2026-21,7,1424,271,289
T712,andre,rag2026-22,8,1529,243,244
T712,andre,rag2026-23,8,2616,437,438
T712,andre,rag2026-24,8,2212,422,426
T712,andre,rag2026-25,6,1284,261,260
T712,andre,rag2026-26,6,1638,270,271
T712,andre,rag2026-27,6,1889,365,380
T712,andre,rag2026-28,9,2745,487,487
T712,andre,rag2026-29,7,2090,377,378
T712,andre,rag2026-30,7,1516,249,251
T712,andre,rag2026-31,8,1531,262,264
T712,andre,rag2026-32,8,1751,319,325
T712,andre,rag2026-33,8,1566,265,270
T712,andre,rag2026-34,6,1429,255,261
T712,andre,rag2026-35,7,1744,282,288
T712,andre,rag2026-36,7,1590,306,309
T712,andre,rag2026-37,7,1209,200,200
T712,andre,rag2026-38,9,1845,288,288
T712,andre,rag2026-39,9,1947,294,298
T712,andre,rag2026-40,8,1376,233,236
T712,andre,rag2026-41,7,1376,247,248
T712,andre,rag2026-42,7,1642,261,263
T712,andre,rag2026-43,5,1331,239,238
T712,andre,rag2026-44,7,1674,316,320
T712,andre,rag2026-45,9,2113,363,366
T712,andre,rag2026-46,9,1797,289,290
T712,andre,rag2026-47,10,2301,369,368
T712,andre,rag2026-48,7,1653,267,266
T712,andre,rag2026-49,8,1447,261,272
T712,andre,rag2026-50,7,1720,315,321
T712,andre,rag2026-51,13,2730,457,465
T712,andre,rag2026-52,8,1379,241,240
T712,andre,rag2026-53,8,2424,442,446
T712,andre,rag2026-54,6,1384,225,228
T712,andre,rag2026-55,7,1532,248,248
T712,andre,rag2026-56,8,2434,431,435
T712,andre,rag2026-57,7,1913,335,341
T712,andre,rag2026-58,10,2068,395,395
T712,andre,rag2026-59,8,1415,226,228
T712,andre,rag2026-60,8,1572,312,338
T712,andre,rag2026-61,7,2150,375,382
T712,andre,rag2026-62,7,2308,397,396
T712,andre,rag2026-63,8,2216,399,399
T712,andre,rag2026-64,10,2253,356,360
T712,andre,rag2026-65,6,1833,309,313
T712,andre,rag2026-66,6,1424,245,247
T712,andre,rag2026-67,7,2069,366,375
T712,andre,rag2026-68,7,1797,295,299
T712,andre,rag2026-69,7,1392,219,222
T712,andre,rag2026-70,7,1618,286,288
T712,andre,rag2026-71,8,1889,332,329
T712,andre,rag2026-72,10,1617,297,302
T712,andre,rag2026-73,8,2168,353,355
T712,andre,rag2026-74,5,1934,334,338
T712,andre,rag2026-75,7,1483,248,249
T712,andre,rag2026-76,7,1529,294,297
T712,andre,rag2026-77,9,1896,300,301
T712,andre,rag2026-78,5,1297,207,208
T712,andre,rag2026-79,8,1471,249,250
T712,andre,rag2026-80,6,1402,274,275
T712,andre,rag2026-81,9,1457,274,282
T712,andre,rag2026-82,7,1718,287,288
T712,andre,rag2026-83,6,1521,268,266
T712,andre,rag2026-84,8,2268,405,396
T712,andre,rag2026-85,8,1595,270,276
T712,andre,rag2026-86,8,2005,345,350
T712,andre,rag2026-87,7,2417,402,399
T712,andre,rag2026-88,5,1229,200,201
T712,andre,rag2026-89,11,2550,415,419
T712,andre,rag2026-90,11,1955,315,320
T712,andre,rag2026-91,8,1216,208,211
T712,andre,rag2026-92,6,1166,196,194
T712,andre,rag2026-93,9,1815,315,316
T712,andre,rag2026-94,9,1825,294,300
T712,andre,rag2026-95,8,1826,307,309
T712,andre,rag2026-96,11,2516,416,421
T712,andre,rag2026-97,6,1725,290,296
T712,andre,rag2026-98,10,2060,374,374
T712,andre,rag2026-99,7,1725,307,318
T712,andre,rag2026-100,10,2050,321,324
T712,andre,rag2026-101,9,1868,313,313
T712,andre,rag2026-102,6,2316,393,400
T712,andre,rag2026-103,8,1869,308,309
T712,andre,rag2026-104,10,2294,388,392
T712,andre,rag2026-105,7,2084,361,364
T712,andre,rag2026-106,8,2536,467,467
T712,andre,rag2026-107,5,1492,266,272
T712,andre,rag2026-108,5,1594,255,257
T712,andre,rag2026-109,9,1571,257,265
T712,andre,rag2026-110,7,1617,287,290
T712,andre,rag2026-111,9,2061,363,388
T712,andre,rag2026-112,11,2619,452,463
T712,andre,rag2026-113,7,1044,179,184
T712,andre,rag2026-114,7,1401,231,233
T712,andre,rag2026-115,6,1675,311,317
T712,andre,rag2026-116,9,2790,488,502
T712,andre,rag2026-117,7,1419,227,229
T712,andre,rag2026-118,8,1473,224,226
T086,anika,rag2026-0,31,5555,963,976
T086,anika,rag2026-1,46,7022,1240,1262
T086,anika,rag2026-2,38,6832,1285,1341
T086,anika,rag2026-3,51,6347,1297,1352
T086,anika,rag2026-4,36,6728,1258,1275
T086,anika,rag2026-5,47,6379,1225,1279
T086,anika,rag2026-6,47,7117,1320,1385
T086,anika,rag2026-7,41,7217,1315,1337
T086,anika,rag2026-8,39,6663,1281,1333
T086,anika,rag2026-9,39,6429,1283,1368
T086,anika,rag2026-10,36,6545,1330,1433
T086,anika,rag2026-11,35,6955,1319,1392
T086,anika,rag2026-12,34,6841,1416,1528
T086,anika,rag2026-13,39,6938,1294,1312
T086,anika,rag2026-14,40,7123,1285,1307
T086,anika,rag2026-15,39,7196,1292,1303
T086,anika,rag2026-16,40,6900,1381,1422
T086,anika,rag2026-17,32,6056,1135,1145
T086,anika,rag2026-18,42,6344,1337,1395
T086,anika,rag2026-19,35,6986,1306,1379
T086,anika,rag2026-20,32,5594,984,989
T086,anika,rag2026-21,41,6446,1256,1304
T086,anika,rag2026-22,31,5575,969,970
T086,anika,rag2026-23,42,6799,1242,1253
T086,anika,rag2026-24,41,6917,1331,1356
